cost,distance,dropoff_latitude,dropoff_longitude,passengers,pickup_latitude,pickup_longitude,store_forward,vendor,pickup_weekday,pickup_month,pickup_monthday,pickup_hour,pickup_minute,pickup_second,dropoff_weekday,dropoff_month,dropoff_monthday,dropoff_hour,dropoff_minute,dropoff_second
4.5,0.48,40.80977249,-73.93763733,1,40.80452728,-73.93786621,0,2,2,1,20,22,29,58,2,1,20,22,33,48
4.5,0.61,40.77170181,-73.90440369,1,40.77509689,-73.91209412,0,2,3,1,28,21,18,34,3,1,28,21,21,59
6,0.97,40.80688477,-73.95354462,1,40.8188324,-73.9449234,0,2,6,1,10,17,6,31,6,1,10,17,11,40
21.5,5.7,40.64693451,-73.97040558,1,40.63858414,-74.02437592,0,1,4,1,1,2,24,21,4,1,1,2,45,24
6.5,1.15,40.75394821,-73.87214661,1,40.76439285,-73.88408661,0,2,3,1,28,10,3,6,3,1,28,10,9,8
12.5,3.1,40.72124863,-73.85511017,1,40.74080658,-73.87957764,0,1,4,1,29,21,19,3,4,1,29,21,33,26
8,1.42,40.80485535,-73.93885803,2,40.78942108,-73.95269012,0,2,4,1,29,18,22,49,4,1,29,18,31,33
3.5,0.48,40.79142761,-73.94419098,1,40.78644562,-73.94233704,0,2,2,1,20,13,3,40,2,1,20,13,5,12
7,1.19,40.71264267,-73.81085968,1,40.7136879,-73.83021545,0,2,2,1,27,19,22,27,2,1,27,19,29,54
8,1.62,40.73496628,-73.93862152,2,40.74727631,-73.94345856,0,2,4,1,29,18,7,34,4,1,29,18,16,53
8.5,1.63,40.76452637,-73.8094101,1,40.75955582,-73.83056641,0,2,5,1,16,10,28,58,5,1,16,10,38,53
12.5,3,40.74992371,-73.98587036,1,40.7481041,-73.95681,0,1,1,1,5,8,6,3,1,1,5,8,21,29
23.5,6.7,40.72037888,-73.98449707,1,40.79179764,-73.94665527,0,2,3,1,21,16,39,8,3,1,21,17,6,15
4.5,0.45,40.85232162,-73.92965698,1,40.84814072,-73.93450165,0,2,5,1,9,12,29,35,5,1,9,12,33,2
6,1.15,40.68179321,-74.00429535,1,40.68081665,-73.99443817,0,2,4,1,1,1,16,55,4,1,1,1,22,20
4,0.65,40.7918663,-73.96450806,1,40.7898407,-73.954422,0,2,1,1,5,17,7,22,1,1,5,17,9,44
6.5,1.19,40.68517303,-73.98072815,1,40.68318939,-73.99549103,0,2,5,1,16,23,54,7,6,1,17,0,0,30
6,1.03,40.71069336,-73.84671021,1,40.7213707,-73.84426117,0,2,4,1,15,14,15,48,4,1,15,14,21,43
15.5,3.26,40.71827316,-73.96177673,1,40.7480545,-73.95682526,0,2,5,1,30,8,38,35,5,1,30,8,58,49
16,3.71,40.753479,-73.93442535,1,40.71200562,-73.96291351,0,2,6,1,17,17,23,5,6,1,17,17,42,52
15,2.8,40.84185028,-73.9181366,1,40.82122421,-73.95043945,0,1,5,1,30,18,1,6,5,1,30,18,21,57
7,1.31,40.77469635,-73.90374756,1,40.75908661,-73.91884613,0,2,6,1,10,12,49,32,6,1,10,12,57,34
23,6.14,40.76367569,-73.98195648,1,40.80647278,-73.94654846,0,2,2,1,13,13,50,56,2,1,13,14,15,36
9,2,40.70986557,-74.00658417,1,40.70262909,-73.99061584,0,1,2,1,6,13,38,59,2,1,6,13,47,53
6.5,1.25,40.75836182,-73.89457703,1,40.74597549,-73.90364075,0,2,2,1,27,18,45,47,2,1,27,18,52,41
8.5,1.89,40.73545074,-73.92108154,1,40.75031281,-73.94015503,0,2,3,1,7,3,0,10,3,1,7,3,7,53
10,2.1,40.65466309,-74.0004425,1,40.67250824,-73.97692108,0,1,1,1,26,12,50,54,1,1,26,13,3,40
8.5,1.59,40.73390579,-73.87088013,1,40.74671173,-73.89068604,0,2,5,1,9,21,18,30,5,1,9,21,28,13
16.5,5.53,40.85379028,-73.91911316,1,40.79096603,-73.93912506,0,2,3,1,28,22,2,55,3,1,28,22,14,38
17,4.41,40.63902664,-73.93965149,1,40.66854095,-73.98017883,0,2,1,1,5,23,10,54,1,1,5,23,30,39
3.5,0.53,40.79398346,-73.96295929,1,40.78871918,-73.9552536,0,2,2,1,13,8,59,15,2,1,13,9,0,24
8,1.85,40.77470016,-73.93310547,1,40.75439835,-73.94313049,0,2,5,1,2,13,14,59,5,1,2,13,22,42
26.5,7.37,40.76539993,-73.97607422,1,40.72088242,-73.95664978,0,2,6,1,10,2,33,12,6,1,10,3,2,46
7.5,1.13,40.75466156,-73.88332367,1,40.7486763,-73.89176941,0,2,2,1,13,20,38,8,2,1,13,20,46,28
18,6,40.76550674,-73.95298767,1,40.76996994,-73.91761017,0,1,6,1,17,12,26,26,6,1,17,12,37,54
5.5,0.79,40.72828674,-73.85979462,1,40.72273254,-73.84630585,0,2,4,1,29,21,23,25,4,1,29,21,28,34
17.5,5.67,40.84229279,-73.89404297,1,40.81362152,-73.95639038,0,2,4,1,1,21,58,54,4,1,1,22,11,19
4.5,0.72,40.74571609,-73.90311432,2,40.74644089,-73.89361572,0,2,6,1,3,21,37,15,6,1,3,21,40,58
5.5,0.77,40.66311646,-73.98397827,3,40.66845703,-73.98112488,0,2,2,1,20,16,8,49,2,1,20,16,14,27
25.5,6.36,40.74582672,-73.98654938,1,40.70286179,-73.98670959,0,2,2,1,13,8,38,4,2,1,13,9,11,28
8,1.67,40.76638794,-73.93073273,1,40.77576447,-73.91117096,0,2,5,1,2,13,5,36,5,1,2,13,13,10
15.5,4.82,40.78276443,-73.98142242,1,40.83669662,-73.94289398,0,2,0,1,25,10,44,5,0,1,25,10,55,44
12.5,3.2,40.77593994,-73.91034698,1,40.75690079,-73.87361908,0,1,0,1,11,7,52,7,0,1,11,8,4,29
5,0.68,40.80250168,-73.95087433,1,40.79874039,-73.93968201,0,2,4,1,8,22,35,17,4,1,8,22,39,40
4.5,0.49,40.81402969,-73.95236206,1,40.81342697,-73.94884491,0,2,6,1,24,16,9,22,6,1,24,16,13,14
11.5,2.58,40.66643906,-73.93708801,3,40.66917038,-73.97969818,0,2,4,1,29,21,12,22,4,1,29,21,25,22
14.5,4.42,40.6672287,-73.81516266,1,40.71348572,-73.82907867,0,2,2,1,20,18,21,39,2,1,20,18,33,45
40.5,13.21,40.79896927,-73.96422577,1,40.67024612,-73.96231079,0,2,1,1,26,21,43,58,1,1,26,22,20,34
5.5,0.87,40.66771317,-73.94794464,1,40.67332077,-73.95700073,0,2,6,1,10,16,54,35,6,1,10,16,59,47
8,2,40.77032089,-73.87623596,2,40.74782181,-73.88297272,0,2,2,1,20,3,39,52,2,1,20,3,48,52
4.5,0.7,40.80028534,-73.94473267,1,40.80066681,-73.93518829,0,1,5,1,16,7,6,13,5,1,16,7,9,8
11,3.2,40.77535629,-73.91439056,2,40.74778748,-73.88471222,0,1,5,1,2,11,19,23,5,1,2,11,27,26
7,1.2,40.6896286,-73.96014404,1,40.68459702,-73.9777298,0,2,2,1,13,19,1,32,2,1,13,19,8,48
8,0.95,40.69334793,-73.99050903,1,40.70243454,-73.98678589,0,2,1,1,26,10,17,12,1,1,26,10,26,59
4.5,0.5,40.7414856,-73.89952087,1,40.74608612,-73.89637756,0,1,4,1,15,16,30,17,4,1,15,16,33,38
6,1.27,40.76921844,-73.93148804,1,40.75910187,-73.91918945,0,2,3,1,7,18,56,40,3,1,7,19,2,23
6,1.1,40.7215271,-73.94732666,1,40.71644211,-73.96141052,0,1,5,1,30,23,47,37,5,1,30,23,53,22
17.8,0.49,40.83174515,-73.855896,1,40.8347702,-73.8659668,0,2,6,1,3,5,54,58,6,1,3,5,55,5
9,2.24,40.85958862,-73.93112946,1,40.86642075,-73.92465973,0,2,4,1,15,16,4,27,4,1,15,16,19,18
17,2.46,40.76665115,-73.95728302,1,40.78928757,-73.95289612,0,2,2,1,6,14,57,57,2,1,6,15,25,59
14,3.53,40.67537689,-73.97094727,1,40.67554855,-73.91381073,0,2,6,1,10,10,52,23,6,1,10,11,7,4
5.5,0.88,40.6847229,-73.99710846,1,40.68276596,-73.99324799,0,2,1,1,19,17,21,8,1,1,19,17,27,27
5,0.96,40.80626678,-73.94177246,1,40.7949028,-73.94235992,0,2,5,1,2,18,8,51,5,1,2,18,12,0
7,1.05,40.67669678,-73.9854126,1,40.68379211,-74.00088501,0,2,4,1,29,8,38,33,4,1,29,8,47,0
4.5,0.7,40.75456619,-73.92371368,1,40.76215363,-73.91874695,0,2,5,1,2,20,44,56,5,1,2,20,48,29
8.5,1.45,40.7341423,-73.85014343,1,40.72134018,-73.84416962,0,2,2,1,13,8,55,58,2,1,13,9,5,36
12.5,2.5,40.74317169,-73.85688019,1,40.74613953,-73.89904022,0,1,4,1,29,23,2,41,4,1,29,23,19,34
16.5,4.12,40.67911911,-73.95850372,1,40.67211533,-74.01029205,0,2,6,1,17,16,39,5,6,1,17,16,59,57
16.5,4.2,40.72026825,-74.01086426,1,40.72206116,-73.95773315,0,2,0,1,18,3,38,40,0,1,18,3,56,20
15,3.99,40.71147156,-74.01554871,1,40.6882019,-73.96779633,0,2,3,1,14,20,35,24,3,1,14,20,51,44
7.5,1.7,40.78881836,-73.95500183,1,40.80499268,-73.93917847,0,1,0,1,18,7,54,35,0,1,18,8,0,28
4,0.48,40.61318207,-73.95404816,1,40.60887146,-73.95799255,0,2,1,1,5,16,48,25,1,1,5,16,51,21
21.5,6.93,40.77487183,-73.91362762,1,40.71441269,-73.95742798,0,2,1,1,19,5,10,15,1,1,19,5,24,55
23.5,7,40.7238884,-73.98564911,1,40.67071915,-73.98827362,0,1,3,1,14,21,47,40,3,1,14,22,10,21
18.5,3.7,40.76902771,-73.9881134,1,40.78578568,-73.94285583,0,1,5,1,23,6,56,24,5,1,23,7,27,3
6,1.28,40.81065369,-73.92640686,1,40.80432129,-73.93729401,0,2,5,1,9,10,39,1,5,1,9,10,44,6
7.5,1.14,40.75938797,-73.87657166,1,40.74815369,-73.88022614,0,2,3,1,7,23,39,30,3,1,7,23,47,49
5.5,0.75,40.706707,-73.83331299,1,40.71329498,-73.82843781,0,2,5,1,30,1,9,58,5,1,30,1,15,2
5.5,0.79,40.76241684,-73.91622925,2,40.77280045,-73.90617371,0,2,0,1,4,8,1,1,0,1,4,8,6,51
22.5,6.86,40.75188446,-73.98496246,1,40.69325638,-73.9890213,0,2,0,1,11,21,9,59,0,1,11,21,30,13
8,1.66,40.76124573,-73.94049072,1,40.74276733,-73.95423126,0,2,0,1,11,7,51,8,0,1,11,7,59,12
4,0.4,40.79908752,-73.94239807,1,40.79834747,-73.94815826,0,1,1,1,5,17,9,48,1,1,5,17,12,36
2.5,0.2,40.79361343,-73.94025421,1,40.79581451,-73.93867493,0,1,5,1,2,15,4,43,5,1,2,15,5,17
6,0.77,40.85001373,-73.9353714,1,40.84209824,-73.94215393,0,2,2,1,13,18,24,47,2,1,13,18,31,42
9,1.87,40.66566849,-73.9806366,2,40.6806488,-73.99463654,0,2,5,1,16,1,55,31,5,1,16,2,4,45
6.5,1.26,40.79858017,-73.94394684,1,40.7854538,-73.94650269,0,2,3,1,14,10,3,16,3,1,14,10,9,16
7,1.22,40.81474686,-73.95735931,1,40.80543137,-73.93875122,0,2,4,1,1,16,57,58,4,1,1,17,6,13
41,13.77,40.76853561,-73.86196136,1,40.66526794,-73.98872375,0,2,3,1,14,16,37,42,3,1,14,17,22,53
7.5,1.38,40.80091095,-73.95292664,1,40.81075668,-73.93917084,0,2,3,1,7,0,22,50,3,1,7,0,31,9
6.5,1.26,40.71712875,-73.95641327,1,40.73230743,-73.95465088,0,2,4,1,15,5,39,42,4,1,15,5,45,11
4,0.53,40.7546196,-73.92562103,1,40.76151276,-73.9245224,0,2,6,1,3,1,31,34,6,1,3,1,33,44
6,1.13,40.7177887,-73.95757294,1,40.70889664,-73.96834564,0,2,1,1,12,15,54,19,1,1,12,16,0,23
13.5,2.52,40.68043518,-73.95025635,6,40.66889191,-73.97994232,0,2,3,1,7,16,41,40,3,1,7,17,0,1
3,0.22,40.79623795,-73.93843079,1,40.79905701,-73.93639374,0,2,1,1,12,10,4,25,1,1,12,10,5,9
7.5,1.38,40.70970917,-73.90779877,1,40.69741821,-73.9074173,0,2,5,1,2,1,41,53,5,1,2,1,49,27
15.5,4.3,40.82443619,-73.87033844,2,40.80426407,-73.93746185,0,1,0,1,25,15,10,19,0,1,25,15,25,15
13.5,3.8,40.72484207,-73.94746399,1,40.68172836,-73.95824432,0,1,6,1,3,21,59,34,6,1,3,22,12,6
6.5,1.27,40.68824387,-73.98213959,3,40.70249557,-73.98935699,0,2,0,1,4,18,32,10,0,1,4,18,38,45
7,0.8,40.73681641,-73.86304474,1,40.73508072,-73.8743515,0,1,5,1,2,20,24,11,5,1,2,20,32,16
4.5,0.55,40.660923,-73.99026489,1,40.66563034,-73.98272705,0,2,0,1,4,20,9,22,0,1,4,20,12,19
22.5,6.49,40.75427246,-73.99288177,1,40.71448898,-73.94460297,0,2,6,1,24,22,34,29,6,1,24,22,57,29
15,2.29,40.67485428,-73.80580139,1,40.69939804,-73.80709076,0,2,2,1,27,16,28,7,2,1,27,16,34,22
18,4.32,40.76834488,-73.98178864,1,40.79750443,-73.93417358,0,2,4,1,8,19,6,23,4,1,8,19,29,19
5.5,0.86,40.68485641,-73.99913025,1,40.69412613,-73.99246979,0,2,1,1,26,18,2,3,1,1,26,18,7,30
8.5,2.01,40.73611832,-73.87892914,1,40.7461853,-73.89672852,0,2,5,1,9,22,51,3,5,1,9,22,59,33
22,6.36,40.7377739,-73.99032593,1,40.67780685,-73.95244598,0,2,4,1,8,5,12,28,4,1,8,5,35,21
5,0.6,40.80252075,-73.9547348,1,40.80953217,-73.95137024,0,1,4,1,8,18,47,18,4,1,8,18,51,47
6,1.07,40.72587585,-73.86396027,1,40.73358154,-73.86972809,0,2,5,1,16,20,37,45,5,1,16,20,44,13
9.5,1.6,40.74562073,-73.86353302,1,40.74701691,-73.88951111,0,1,4,1,29,7,51,40,4,1,29,8,3,53
10.5,2.5,40.67394638,-73.95681763,2,40.66932678,-73.9861908,0,1,4,1,8,0,14,7,4,1,8,0,24,36
35,10.46,40.69220352,-73.8095932,3,40.59496689,-73.78560638,0,2,1,1,12,0,14,23,1,1,12,1,10,22
5.5,0.75,40.73899078,-73.88802338,1,40.73528671,-73.87508392,0,2,3,1,14,17,10,21,3,1,14,17,15,37
8,1.2,40.75438309,-73.94221497,1,40.76916122,-73.92855835,0,1,3,1,14,8,38,35,3,1,14,8,48,11
41,13.1,40.74962616,-73.86508942,1,40.6987915,-73.91814423,0,2,4,1,8,23,14,42,4,1,8,23,57,51
5,0.95,40.68366623,-73.98484802,1,40.69089508,-73.99621582,0,2,6,1,10,2,18,28,6,1,10,2,22,36
12,2.71,40.84569168,-73.86633301,1,40.84031677,-73.85675049,0,2,3,1,21,7,42,42,3,1,21,8,2,49
4,0.5,40.65989685,-73.94538879,1,40.66292191,-73.95085144,0,2,4,1,15,19,19,16,4,1,15,19,21,44
11,2.1,40.67504883,-73.95644379,1,40.68767548,-73.98683929,0,1,4,1,8,18,33,16,4,1,8,18,47,6
9,1.99,40.85390091,-73.90809631,1,40.83514404,-73.91917419,0,2,6,1,3,9,38,29,6,1,3,9,46,28
7,0.82,40.81162262,-73.95038605,1,40.80550003,-73.93915558,0,2,0,1,11,10,30,59,0,1,11,10,39,34
16.5,3.83,40.68069839,-73.93363953,1,40.68949127,-73.99251556,0,2,3,1,21,21,48,0,3,1,21,22,8,42
16,4.19,40.69689178,-73.9004364,1,40.74669266,-73.89212036,0,2,4,1,1,0,13,46,4,1,1,0,31,57
6,0.91,40.7219429,-73.95788574,3,40.71429825,-73.95619965,0,2,5,1,16,16,2,23,5,1,16,16,8,45
6.5,0.89,40.82263184,-73.94126129,1,40.8180275,-73.92486572,0,2,4,1,8,16,25,45,4,1,8,16,32,33
6.5,1.1,40.84651947,-73.93845367,1,40.861866,-73.93016052,0,2,4,1,1,2,7,27,4,1,1,2,14,8
7.5,1.4,40.80758667,-73.96050262,1,40.8014183,-73.94794464,0,2,3,1,21,7,14,52,3,1,21,7,22,0
6.5,1.4,40.67925644,-73.98364258,1,40.68279266,-73.99310303,0,1,4,1,1,2,54,22,4,1,1,3,0,47
10.5,2.1,40.85182571,-73.93495941,1,40.82414246,-73.95209503,0,1,2,1,27,14,30,56,2,1,27,14,43,8
9,2.09,40.81070328,-73.95246124,1,40.80534363,-73.93878937,0,2,3,1,28,9,23,11,3,1,28,9,34,21
10,2.01,40.81751633,-73.9156723,1,40.83025742,-73.88221741,0,2,0,1,18,10,26,31,0,1,18,10,39,18
6.5,0.9,40.74476242,-73.90297699,1,40.74668121,-73.89152527,0,1,3,1,28,20,21,11,3,1,28,20,27,43
4,0.42,40.83014679,-73.94400787,1,40.834198,-73.94497681,0,2,1,1,26,10,24,36,1,1,26,10,27,40
12,1.81,40.84223175,-73.8712616,1,40.85573196,-73.84536743,0,2,1,1,19,17,28,13,1,1,19,17,38,33
17,4.84,40.75953674,-73.878479,1,40.72100067,-73.84421539,0,2,5,1,30,20,49,23,5,1,30,21,5,8
33,7.8,40.75701141,-73.98257446,1,40.68214798,-73.99345398,0,1,4,1,22,17,38,8,4,1,22,18,22,29
16,3.57,40.82969284,-73.9384079,1,40.79536438,-73.94815063,0,2,2,1,13,18,22,34,2,1,13,18,41,50
7,1.36,40.70867538,-73.95869446,1,40.72211456,-73.95773315,0,2,3,1,14,0,51,43,3,1,14,0,59,15
4,0.38,40.6936264,-73.9708786,1,40.69325256,-73.97364044,0,2,4,1,22,10,14,33,4,1,22,10,17,8
7.5,1.57,40.7244339,-73.85005188,1,40.73382187,-73.87145996,0,2,0,1,11,19,16,23,0,1,11,19,24,11
5,0.66,40.70333862,-73.98942566,1,40.69765854,-73.99295807,0,2,0,1,18,8,30,5,0,1,18,8,34,22
6.5,1.08,40.80866623,-73.94495392,1,40.82011795,-73.94535828,0,2,0,1,11,9,26,41,0,1,11,9,33,9
6,1.35,40.7322464,-73.90135956,1,40.74538803,-73.90348053,0,2,2,1,13,20,57,26,2,1,13,21,2,36
24.5,7.82,40.74481964,-73.98532867,1,40.73702621,-73.85613251,0,2,5,1,30,14,48,2,5,1,30,15,7,28
12.5,3.98,40.76057053,-73.85971069,1,40.74649048,-73.89118195,0,2,6,1,17,21,27,52,6,1,17,21,34,30
12.5,2.91,40.68831635,-73.9517746,1,40.66875839,-73.97994995,0,2,1,1,12,11,36,31,1,1,12,11,51,55
13,3.04,40.67195129,-73.95032501,5,40.69249725,-73.99076843,0,2,0,1,11,18,28,0,0,1,11,18,42,44
5.5,1.11,40.73415756,-73.93778992,1,40.73022079,-73.95383453,0,2,5,1,30,2,57,57,5,1,30,3,2,2
15.5,4.41,40.77198792,-73.93339539,1,40.71963882,-73.95568848,0,2,5,1,16,1,19,36,5,1,16,1,34,33
9.5,1.88,40.74523163,-73.92778778,1,40.76570129,-73.91129303,0,2,4,1,29,20,2,8,4,1,29,20,13,31
18,4.5,40.62721634,-73.94596863,2,40.67489624,-73.95655823,0,1,6,1,10,15,11,13,6,1,10,15,34,7
8,1.21,40.82606125,-73.94947815,1,40.82152176,-73.93110657,0,2,5,1,30,16,51,37,5,1,30,17,0,44
11.5,2.8,40.69009399,-73.93727112,3,40.6832695,-73.97351074,0,1,2,1,13,20,23,41,2,1,13,20,37,0
9.5,1.97,40.6877594,-73.99311829,5,40.66773987,-73.98748779,0,2,5,1,9,4,28,54,5,1,9,4,39,38
23,6.52,40.72994995,-73.98338318,1,40.67536926,-73.97091675,0,2,4,1,1,19,42,43,4,1,1,20,6,36
7.5,1.61,40.82636642,-73.94037628,1,40.80594635,-73.95406342,0,2,3,1,14,21,46,45,3,1,14,21,53,24
14,3.41,40.72807693,-73.9848938,1,40.68743515,-73.9771347,0,2,4,1,15,21,8,25,4,1,15,21,24,25
17,4.93,40.75062561,-73.99464417,1,40.79724121,-73.9499588,0,2,5,1,2,14,23,58,5,1,2,14,42,42
4,0.33,40.80837631,-73.93876648,2,40.80607986,-73.93846893,0,2,0,1,25,19,3,36,0,1,25,19,6,25
10.5,2.59,40.68394852,-73.84580994,1,40.66172028,-73.85523224,0,2,4,1,22,7,34,42,4,1,22,7,44,45
11.5,2.14,40.71450806,-74.01461792,1,40.70240402,-73.98678589,0,2,1,1,26,7,45,59,1,1,26,8,1,6
20.5,5.14,40.69909668,-73.99344635,1,40.6979332,-73.93693542,0,2,5,1,30,17,21,15,5,1,30,17,49,27
5,0.78,40.75958633,-73.9334259,1,40.75416183,-73.94216156,0,2,6,1,3,7,6,26,6,1,3,7,10,1
6,0.95,40.80212021,-73.93701172,1,40.79234314,-73.95038605,0,2,2,1,20,13,56,41,2,1,20,14,2,57
7,1.26,40.72108459,-73.94094849,1,40.71843338,-73.95706177,0,2,5,1,30,18,19,41,5,1,30,18,27,28
10.5,2.63,40.70285797,-73.85702515,1,40.73284149,-73.86382294,0,2,5,1,30,19,51,49,5,1,30,20,3,0
10,1.78,40.68510437,-73.97785187,1,40.68047714,-73.94987488,0,2,3,1,21,16,42,38,3,1,21,16,55,6
7.5,1.5,40.70746613,-73.95013428,1,40.72396851,-73.95110321,0,2,5,1,30,4,27,47,5,1,30,4,36,16
13.5,3.74,40.86132813,-73.92524719,1,40.8369751,-73.94026947,0,2,4,1,1,5,20,50,4,1,1,5,32,7
5,0.59,40.76732254,-73.91112518,3,40.76569748,-73.91880035,0,2,5,1,30,22,4,27,5,1,30,22,8,50
21.5,6.63,40.72246933,-73.86804962,1,40.7666626,-73.92136383,0,2,4,1,22,3,59,10,4,1,22,4,18,40
16.5,3.68,40.75908661,-73.97045135,1,40.74539948,-73.9563446,0,2,3,1,21,10,12,29,3,1,21,10,35,23
6.5,1.33,40.75128555,-73.93986511,5,40.76180267,-73.92572021,0,2,5,1,30,1,43,35,6,1,31,1,26,23
16.5,4.29,40.77968979,-73.98790741,1,40.80546951,-73.93915558,0,2,0,1,25,20,4,32,0,1,25,20,25,1
17,4.85,40.77228165,-73.95883942,5,40.77526855,-73.91200256,0,2,5,1,9,20,35,25,5,1,9,20,53,27
6,0.78,40.78937531,-73.94166565,1,40.79114151,-73.9512558,0,2,1,1,19,14,16,0,1,1,19,14,22,51
9.5,2.25,40.70921326,-73.93299866,1,40.72186279,-73.95791626,0,2,3,1,7,0,58,39,3,1,7,1,8,12
19,6.05,40.75768661,-73.99025726,1,40.82676697,-73.95037079,0,2,5,1,2,7,2,20,5,1,2,7,15,51
9,1.39,40.72618866,-73.89537048,1,40.73552322,-73.8757782,0,2,5,1,9,21,45,21,5,1,9,21,55,18
5,0.93,40.79501724,-73.93267822,1,40.7870636,-73.94197083,0,2,1,1,19,17,39,56,1,1,19,17,43,59
11.5,2.81,40.7228508,-74.01038361,2,40.69784164,-73.9927597,0,2,3,1,28,17,49,50,3,1,28,18,2,57
19,5.68,40.72750854,-73.97940063,1,40.68712997,-73.99588776,0,2,1,1,26,14,10,51,1,1,26,14,28,49
8,0.12,40.87231064,-73.9127655,1,40.87099075,-73.91426086,0,2,4,1,8,13,1,10,4,1,8,13,1,37
8.5,1.07,40.69499969,-73.98320007,2,40.68369293,-73.9759903,0,2,3,1,28,16,6,39,3,1,28,16,17,17
8,1.5,40.65871811,-73.99198914,2,40.67372131,-73.97590637,0,1,5,1,2,17,15,32,5,1,2,17,24,9
7,0.87,40.71644974,-73.96137238,2,40.71254349,-73.9502182,0,2,0,1,25,17,18,42,0,1,25,17,27,4
10,2.1,40.75190735,-73.87110901,1,40.7508049,-73.90696716,0,1,5,1,2,15,49,22,5,1,2,16,0,49
8.5,1.7,40.6763649,-73.91937256,1,40.6769104,-73.94707489,0,2,6,1,3,18,47,49,6,1,3,18,56,45
6,1.37,40.77213669,-73.91903687,1,40.76666641,-73.8915863,0,2,0,1,18,14,11,44,0,1,18,14,14,54
4.5,0.47,40.75711823,-73.91516113,1,40.760746,-73.92298126,0,2,5,1,16,14,14,58,5,1,16,14,19,7
5.5,0.97,40.75555801,-73.89778137,1,40.74707031,-73.88948822,0,2,4,1,1,22,38,9,4,1,1,22,43,22
12,3.32,40.72349167,-73.98542786,1,40.68286133,-73.97663879,0,2,2,1,27,22,40,0,2,1,27,22,51,4
20.5,6.51,40.71390533,-73.9798584,1,40.67247772,-73.990242,0,2,3,1,7,22,33,41,3,1,7,22,49,48
18,4.4,40.74232864,-73.97480011,1,40.69031906,-73.97796631,0,2,6,1,24,14,33,47,6,1,24,14,55,11
6,0.7,40.80453873,-73.96001434,1,40.79879761,-73.95214844,0,1,4,1,22,11,45,13,4,1,22,11,51,43
13.5,3.41,40.74557114,-73.88870239,1,40.75783157,-73.83435059,0,2,5,1,16,16,29,51,5,1,16,16,46,4
14.5,2.46,40.73547363,-73.86975861,1,40.75460434,-73.8942337,0,2,5,1,2,16,14,45,5,1,2,16,36,0
7.5,1.3,40.71109009,-73.94997406,1,40.72545242,-73.95185089,0,1,5,1,2,12,11,39,5,1,2,12,19,37
3.5,0.4,40.80721283,-73.94408417,1,40.81049728,-73.95192719,0,2,5,1,9,22,42,14,5,1,9,22,44,14
9.5,2.69,40.6856041,-73.81806946,1,40.71366882,-73.82963562,0,2,3,1,14,23,27,10,3,1,14,23,33,22
9,2.05,40.75771332,-73.8629303,1,40.74682236,-73.89041901,0,2,2,1,6,23,8,21,2,1,6,23,17,44
40,14.6,40.83876801,-73.83834076,1,40.74534988,-73.90339661,0,1,0,1,4,7,48,24,0,1,4,8,11,25
11,2.77,40.68875122,-73.95484161,2,40.71908188,-73.95847321,0,2,5,1,16,0,43,11,5,1,16,0,55,10
26,6.1,40.67157364,-73.91239166,1,40.67392349,-73.90973663,0,2,4,1,1,10,39,14,4,1,1,11,10,32
7,1.36,40.70322037,-73.94744873,1,40.70320129,-73.96008301,0,2,0,1,25,23,49,23,0,1,25,23,56,48
4.5,0.67,40.68322754,-73.96543121,1,40.68062973,-73.95305634,0,2,0,1,11,23,28,20,0,1,11,23,31,21
19.5,6.25,40.70864487,-73.92736053,5,40.76803589,-73.91156769,0,2,5,1,30,12,33,8,5,1,30,12,48,48
6,1.03,40.82248306,-73.9544754,1,40.83463669,-73.94464874,0,2,4,1,22,20,21,41,4,1,22,20,26,39
7.5,1.48,40.70346832,-73.9425354,1,40.69478989,-73.95946503,0,2,0,1,18,20,26,5,0,1,18,20,34,11
4.5,0.6,40.81189346,-73.93848419,1,40.80944824,-73.94423676,0,1,4,1,8,20,36,18,4,1,8,20,40,9
9.5,1.4,40.79483414,-73.97006989,1,40.7899704,-73.94803619,0,1,4,1,29,15,36,54,4,1,29,15,49,21
7,1.3,40.81148148,-73.91695404,1,40.82404327,-73.91376495,0,1,4,1,1,13,4,25,4,1,1,13,11,56
31,8.28,40.6524086,-73.87532043,1,40.74198151,-73.86750793,0,2,4,1,29,13,57,11,4,1,29,14,33,20
6.5,1.64,40.80318832,-73.93664551,1,40.78800583,-73.95360565,0,2,4,1,1,14,27,0,4,1,1,14,31,18
5.5,1.2,40.68916702,-73.95108032,1,40.67995453,-73.94002533,0,1,2,1,20,9,38,11,2,1,20,9,42,41
14,3,40.8629837,-73.89697266,1,40.8280983,-73.90634155,0,1,2,1,27,8,30,2,2,1,27,8,48,42
8,1.25,40.68535614,-73.98095703,1,40.69591141,-73.99382782,0,2,2,1,6,17,24,45,2,1,6,17,35,16
4.5,0.85,40.7896843,-73.94017792,1,40.80036163,-73.93540192,0,2,5,1,30,23,35,26,5,1,30,23,38,3
4.5,0.58,40.81383133,-73.9523468,1,40.80828857,-73.95258331,0,2,0,1,25,11,44,23,0,1,25,11,48,46
16,3.7,40.67942047,-73.93044281,1,40.63240433,-73.93684387,0,1,6,1,3,16,53,40,6,1,3,17,14,30
14.5,2.92,40.65678024,-73.91939545,1,40.67993164,-73.94030762,0,2,4,1,29,21,4,32,4,1,29,21,25,34
